platform,modality,model,configuration,run_number,total_energy_j,avg_power_w,peak_power_w,generation_time_s
Mac M2 Ultra,image,SD-v1-5,512x512_steps=30,14,399.98,20.9,23.5,18.99
Mac M2 Ultra,image,SD-v1-5,512x512_steps=30,15,397.69,21.02,23.83,18.97
Mac M2 Ultra,image,SD-v1-5,512x512_steps=30,16,406.19,20.66,24.93,18.99
Mac M2 Ultra,image,SD-v1-5,512x512_steps=30,17,399.72,21.17,25.26,18.99
Mac M2 Ultra,image,SD-v1-5,512x512_steps=30,18,397.73,20.96,23.42,18.98
Mac M2 Ultra,image,SD-v1-5,512x512_steps=30,19,392.47,21.24,24.25,18.99
Mac M2 Ultra,image,SD-v1-5,512x512_steps=30,20,406.96,20.5,25.17,18.99
Mac M2 Ultra,image,SD-v1-5,512x512_steps=30,21,401.1,20.91,23.16,18.99
Mac M2 Ultra,image,SD-v1-5,512x512_steps=30,22,395.81,21.08,25.02,19.0
Mac M2 Ultra,image,SD-v1-5,512x512_steps=30,23,395.66,21.28,25.73,18.99
Mac M2 Ultra,image,SD-v1-5,512x512_steps=30,24,399.08,20.89,24.05,18.98
Mac M2 Ultra,image,SD-v1-5,512x512_steps=30,25,400.18,20.98,22.72,18.99
Mac M2 Ultra,image,SD-v1-5,512x512_steps=30,26,398.49,21.08,23.26,19.0
Mac M2 Ultra,image,SD-v1-5,512x512_steps=30,27,400.36,21.02,22.27,18.99
Mac M2 Ultra,image,SD-v1-5,512x512_steps=30,28,399.58,21.18,25.67,19.0
Mac M2 Ultra,image,SD-v1-5,512x512_steps=30,29,403.07,20.67,24.82,19.0
Mac M2 Ultra,image,SD-v1-5,512x512_steps=30,30,394.32,21.35,24.17,18.98
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=20,1,254.45,19.83,23.33,12.32
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=20,2,249.59,20.71,25.25,12.28
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=20,3,249.09,20.71,23.48,12.25
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=20,4,254.65,19.97,22.89,12.29
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=20,5,255.49,20.1,24.97,12.31
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=20,6,252.16,20.36,22.2,12.3
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=20,7,258.53,20.21,23.97,12.38
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=20,8,250.95,21.08,24.33,12.23
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=20,9,258.45,20.96,23.51,12.23
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=20,10,263.55,20.29,24.95,12.31
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=20,11,260.36,21.26,23.2,12.18
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=20,12,259.82,21.44,25.87,12.32
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=20,13,254.4,21.52,26.07,12.28
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=20,14,259.52,21.01,22.76,12.45
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=20,15,258.14,20.72,22.26,12.34
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=20,16,254.94,21.2,23.25,12.17
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=20,17,254.58,20.52,22.05,12.37
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=20,18,256.13,20.14,25.13,12.32
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=20,19,258.93,20.84,23.01,12.42
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=20,20,269.82,20.64,23.69,12.44
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=20,21,264.88,21.46,23.07,12.42
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=20,22,269.67,20.89,25.33,12.43
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=20,23,263.89,21.5,23.32,12.4
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=20,24,253.31,20.16,21.96,12.38
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=20,25,257.36,19.83,24.4,12.36
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=20,26,257.94,20.27,23.93,12.32
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=20,27,260.98,20.33,23.44,12.32
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=20,28,263.89,20.36,25.73,12.33
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=20,29,261.29,20.64,24.38,12.34
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=20,30,253.0,21.31,26.72,12.35
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,1,549.9,23.4,28.13,23.04
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,2,546.4,24.15,28.75,22.85
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,3,548.85,23.64,26.81,22.84
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,4,549.25,23.35,27.43,22.89
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,5,549.47,23.39,27.34,22.87
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,6,546.48,23.52,27.05,22.86
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,7,547.01,23.22,27.22,22.84
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,8,544.55,23.51,27.84,22.89
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,9,542.04,23.88,27.8,22.83
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,10,547.04,23.45,27.31,22.84
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,11,542.73,23.53,27.39,22.86
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,12,545.63,23.59,27.39,22.87
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,13,539.99,23.81,26.88,22.85
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,14,541.31,23.96,27.56,22.83
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,15,543.88,23.56,28.1,22.84
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,16,542.53,23.78,27.98,22.84
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,17,543.78,23.92,28.08,22.82
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,18,540.92,23.75,27.71,22.88
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,19,546.18,23.32,27.3,22.9
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,20,538.55,24.08,27.16,22.82
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,21,542.27,23.61,27.41,22.85
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,22,541.13,23.65,27.47,22.85
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,23,544.55,23.57,27.9,22.87
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,24,545.01,23.43,26.8,22.86
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,25,547.39,23.51,26.93,22.84
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,26,542.1,23.72,27.51,22.9
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,27,539.77,23.82,27.15,22.84
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,28,538.78,23.92,27.66,22.85
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,29,542.35,23.6,28.11,22.89
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,30,541.39,23.8,28.57,22.87
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,1,843.33,24.14,27.73,34.47
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,2,837.21,24.13,27.88,34.21
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,3,837.73,24.22,27.56,34.18
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,4,837.04,24.28,28.12,34.2
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,5,835.36,24.22,28.21,34.2
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,6,834.68,24.29,27.84,34.2
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,7,836.08,24.32,27.62,34.17
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,8,833.69,24.36,27.87,34.19
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,9,834.14,24.15,27.71,34.21
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,10,835.94,24.14,27.46,34.21
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,11,836.21,24.29,28.03,34.21
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,12,832.94,24.35,27.7,34.18
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,13,834.91,24.07,27.91,34.25
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,14,836.18,24.32,28.34,34.19
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,15,836.42,23.99,27.84,34.25
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,16,832.02,24.42,28.05,34.19
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,17,834.29,24.37,27.8,34.18
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,18,831.51,24.48,28.01,34.17
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,19,837.49,24.21,28.1,34.19
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,20,834.99,24.28,28.31,34.18
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,21,835.63,24.15,27.24,34.19
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,22,829.22,24.4,27.46,34.21
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,23,833.47,24.33,27.81,34.19
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,24,830.67,24.44,28.1,34.18
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,25,832.99,24.37,27.66,34.2
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,26,830.8,24.38,28.26,34.19
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,27,834.26,24.24,28.25,34.19
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,28,836.14,24.2,27.87,34.21
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,29,832.26,24.57,28.53,34.17
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,30,837.78,24.13,27.99,34.2
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=30,1,375.51,21.0,24.04,18.07
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=30,2,379.67,20.67,24.21,18.06
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=30,3,383.76,20.81,23.3,18.06
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=30,4,381.69,21.02,22.54,18.1
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=30,5,381.82,20.74,23.19,18.12
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=30,6,382.18,20.68,24.49,18.12
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=30,7,388.08,20.81,25.25,17.9
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=30,8,384.56,20.81,24.94,18.08
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=30,9,380.65,20.97,22.87,18.07
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=30,10,380.94,21.01,22.64,18.1
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=30,11,382.01,20.85,23.28,18.1
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=30,12,376.41,21.23,23.55,18.09
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=30,13,380.53,21.0,23.53,18.26
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=30,14,380.63,21.04,22.68,18.15
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=30,15,382.67,20.48,25.03,18.16
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=30,16,379.86,21.0,23.89,18.12
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=30,17,377.72,21.18,27.02,18.1
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=30,18,384.47,20.55,23.74,18.17
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=30,19,383.27,20.79,24.95,18.07
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=30,20,387.24,20.9,24.87,17.95
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=30,21,387.18,20.52,25.75,18.11
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=30,22,381.44,21.01,22.68,18.08
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=30,23,378.23,21.26,23.98,18.09
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=30,24,384.37,20.78,24.53,18.09
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=30,25,380.87,21.11,23.2,18.08
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=30,26,380.61,20.87,22.59,18.15
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=30,27,377.0,21.15,22.81,18.11
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=30,28,380.05,21.19,25.22,18.11
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=30,29,380.69,20.98,22.59,18.09
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=4_steps=30,30,385.86,20.56,23.98,18.15
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,1,814.13,23.92,28.32,33.7
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,2,810.41,23.77,28.28,33.63
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,3,802.6,23.93,27.47,33.64
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,4,801.45,23.98,27.9,33.62
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,5,803.86,23.83,27.08,33.61
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,6,806.12,23.74,28.07,33.62
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,7,804.31,23.74,27.37,33.63
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,8,808.56,23.62,27.18,33.58
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,9,808.66,23.57,27.07,33.66
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,10,800.97,23.94,27.92,33.64
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,11,804.96,23.7,27.7,33.63
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,12,798.83,23.91,27.2,33.66
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,13,807.24,23.6,26.76,33.67
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,14,804.82,23.67,27.73,33.67
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,15,806.82,23.76,27.41,33.64
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,16,800.06,24.03,27.36,33.59
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,17,808.86,23.63,27.5,33.64
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,18,807.07,23.58,27.13,33.67
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,19,804.34,23.88,28.02,33.65
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,20,804.94,23.76,26.91,33.67
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,21,802.77,23.99,27.4,33.61
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,22,801.57,23.91,28.08,33.66
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,23,803.62,23.96,28.05,33.61
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,24,805.87,23.67,27.68,33.67
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,25,800.52,23.92,27.4,33.64
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,26,802.51,23.89,28.25,33.62
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,27,803.87,23.93,27.49,33.59
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,28,802.56,23.82,28.12,33.62
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,29,805.0,23.76,27.68,33.63
Mac M2 Ultra,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,30,805.56,23.67,27.33,33.65
Mac M2 Ultra,music,MusicGen-small,tokens=128_audio=2.5s,1,19.03,4.55,6.95,4.0
Mac M2 Ultra,music,MusicGen-small,tokens=128_audio=2.5s,2,19.7,5.87,7.71,2.91
Mac M2 Ultra,music,MusicGen-small,tokens=128_audio=2.5s,3,20.4,5.89,7.97,2.89
Mac M2 Ultra,music,MusicGen-small,tokens=128_audio=2.5s,4,19.41,6.51,8.2,2.88
Mac M2 Ultra,music,MusicGen-small,tokens=128_audio=2.5s,5,18.36,6.69,8.11,2.87
Mac M2 Ultra,music,MusicGen-small,tokens=128_audio=2.5s,6,19.91,6.27,8.2,2.86
Mac M2 Ultra,music,MusicGen-small,tokens=128_audio=2.5s,7,18.33,6.63,8.1,2.87
Mac M2 Ultra,music,MusicGen-small,tokens=128_audio=2.5s,8,18.59,6.48,8.2,2.81
Mac M2 Ultra,music,MusicGen-small,tokens=128_audio=2.5s,9,19.61,6.43,8.16,2.86
Mac M2 Ultra,music,MusicGen-small,tokens=128_audio=2.5s,10,18.2,6.86,8.53,2.84
Mac M2 Ultra,music,MusicGen-small,tokens=128_audio=2.5s,11,18.85,6.7,8.31,2.86
Mac M2 Ultra,music,MusicGen-small,tokens=128_audio=2.5s,12,18.93,6.56,8.29,2.81
Mac M2 Ultra,music,MusicGen-small,tokens=128_audio=2.5s,13,19.02,6.6,8.33,2.83
Mac M2 Ultra,music,MusicGen-small,tokens=128_audio=2.5s,14,18.67,6.93,8.35,2.84
Mac M2 Ultra,music,MusicGen-small,tokens=128_audio=2.5s,15,19.05,6.57,8.38,2.81
Mac M2 Ultra,music,MusicGen-small,tokens=128_audio=2.5s,16,19.18,6.62,8.24,2.87
Mac M2 Ultra,music,MusicGen-small,tokens=128_audio=2.5s,17,20.79,6.19,8.46,2.83
Mac M2 Ultra,music,MusicGen-small,tokens=128_audio=2.5s,18,20.26,6.26,8.4,2.86
Mac M2 Ultra,music,MusicGen-small,tokens=128_audio=2.5s,19,21.0,6.05,8.48,2.87
Mac M2 Ultra,music,MusicGen-small,tokens=128_audio=2.5s,20,17.59,7.34,8.6,2.8
Mac M2 Ultra,music,MusicGen-small,tokens=128_audio=2.5s,21,20.28,6.24,8.35,2.87
Mac M2 Ultra,music,MusicGen-small,tokens=128_audio=2.5s,22,20.43,6.24,8.39,2.82
Mac M2 Ultra,music,MusicGen-small,tokens=128_audio=2.5s,23,18.5,6.75,8.36,2.82
Mac M2 Ultra,music,MusicGen-small,tokens=128_audio=2.5s,24,18.82,6.49,8.34,2.82
Mac M2 Ultra,music,MusicGen-small,tokens=128_audio=2.5s,25,20.67,5.99,8.44,2.87
Mac M2 Ultra,music,MusicGen-small,tokens=128_audio=2.5s,26,20.11,6.36,8.36,2.86
Mac M2 Ultra,music,MusicGen-small,tokens=128_audio=2.5s,27,18.83,6.57,8.28,2.86
Mac M2 Ultra,music,MusicGen-small,tokens=128_audio=2.5s,28,21.05,6.09,8.43,2.82
Mac M2 Ultra,music,MusicGen-small,tokens=128_audio=2.5s,29,20.22,6.32,8.37,2.86
Mac M2 Ultra,music,MusicGen-small,tokens=128_audio=2.5s,30,20.66,6.03,8.4,2.82
Mac M2 Ultra,music,MusicGen-small,tokens=256_audio=5.1s,1,60.47,2.8,8.33,22.5
Mac M2 Ultra,music,MusicGen-small,tokens=256_audio=5.1s,2,51.38,5.34,7.96,9.78
Mac M2 Ultra,music,MusicGen-small,tokens=256_audio=5.1s,3,45.07,7.23,8.38,5.89
Mac M2 Ultra,music,MusicGen-small,tokens=256_audio=5.1s,4,43.93,7.08,8.26,6.0
Mac M2 Ultra,music,MusicGen-small,tokens=256_audio=5.1s,5,45.03,7.2,8.41,5.91
Mac M2 Ultra,music,MusicGen-small,tokens=256_audio=5.1s,6,43.21,7.45,8.9,5.96
Mac M2 Ultra,music,MusicGen-small,tokens=256_audio=5.1s,7,44.82,7.17,8.33,5.95
Mac M2 Ultra,music,MusicGen-small,tokens=256_audio=5.1s,8,45.42,7.09,8.4,5.97
Mac M2 Ultra,music,MusicGen-small,tokens=256_audio=5.1s,9,44.96,7.32,8.44,5.9
Mac M2 Ultra,music,MusicGen-small,tokens=256_audio=5.1s,10,44.17,7.58,9.24,5.93
Mac M2 Ultra,music,MusicGen-small,tokens=256_audio=5.1s,11,45.2,7.15,8.35,5.94
Mac M2 Ultra,music,MusicGen-small,tokens=256_audio=5.1s,12,44.1,7.47,8.85,5.96
Mac M2 Ultra,music,MusicGen-small,tokens=256_audio=5.1s,13,45.46,7.12,8.39,5.98
Mac M2 Ultra,music,MusicGen-small,tokens=256_audio=5.1s,14,45.34,7.25,8.38,5.98
Mac M2 Ultra,music,MusicGen-small,tokens=256_audio=5.1s,15,44.79,7.07,8.34,5.93
Mac M2 Ultra,music,MusicGen-small,tokens=256_audio=5.1s,16,45.62,7.22,8.31,5.91
Mac M2 Ultra,music,MusicGen-small,tokens=256_audio=5.1s,17,44.28,7.4,8.97,5.95
Mac M2 Ultra,music,MusicGen-small,tokens=256_audio=5.1s,18,45.84,6.9,8.53,5.94
Mac M2 Ultra,music,MusicGen-small,tokens=256_audio=5.1s,19,45.27,7.37,8.52,5.96
Mac M2 Ultra,music,MusicGen-small,tokens=256_audio=5.1s,20,44.85,7.33,8.38,5.97
Mac M2 Ultra,music,MusicGen-small,tokens=256_audio=5.1s,21,44.63,7.21,8.38,6.0
Mac M2 Ultra,music,MusicGen-small,tokens=256_audio=5.1s,22,44.8,7.33,8.54,5.96
Mac M2 Ultra,music,MusicGen-small,tokens=256_audio=5.1s,23,43.63,7.35,9.64,5.99
Mac M2 Ultra,music,MusicGen-small,tokens=256_audio=5.1s,24,44.41,7.55,8.45,5.94
Mac M2 Ultra,music,MusicGen-small,tokens=256_audio=5.1s,25,44.83,7.32,8.35,5.96
Mac M2 Ultra,music,MusicGen-small,tokens=256_audio=5.1s,26,44.75,7.44,8.9,5.97
Mac M2 Ultra,music,MusicGen-small,tokens=256_audio=5.1s,27,43.84,7.5,9.24,6.0
Mac M2 Ultra,music,MusicGen-small,tokens=256_audio=5.1s,28,43.61,7.23,8.41,6.02
Mac M2 Ultra,music,MusicGen-small,tokens=256_audio=5.1s,29,45.31,7.27,8.34,5.94
Mac M2 Ultra,music,MusicGen-small,tokens=256_audio=5.1s,30,45.44,7.28,8.41,5.96
Mac M2 Ultra,music,MusicGen-small,tokens=512_audio=10.2s,1,160.65,4.2,11.21,38.09
Mac M2 Ultra,music,MusicGen-small,tokens=512_audio=10.2s,2,107.52,3.73,11.62,29.34
Mac M2 Ultra,music,MusicGen-small,tokens=512_audio=10.2s,3,102.31,10.56,12.76,9.74
Mac M2 Ultra,music,MusicGen-small,tokens=512_audio=10.2s,4,103.96,10.66,12.25,9.54
Mac M2 Ultra,music,MusicGen-small,tokens=512_audio=10.2s,5,103.82,10.72,12.25,9.52
Mac M2 Ultra,music,MusicGen-small,tokens=512_audio=10.2s,6,104.94,10.57,12.45,9.57
Mac M2 Ultra,music,MusicGen-small,tokens=512_audio=10.2s,7,103.74,11.22,12.94,9.48
Mac M2 Ultra,music,MusicGen-small,tokens=512_audio=10.2s,8,104.06,10.85,12.29,9.53
Mac M2 Ultra,music,MusicGen-small,tokens=512_audio=10.2s,9,101.86,10.83,12.86,9.56
Mac M2 Ultra,music,MusicGen-small,tokens=512_audio=10.2s,10,103.3,10.63,12.13,9.55
Mac M2 Ultra,music,MusicGen-small,tokens=512_audio=10.2s,11,103.0,10.55,12.11,9.55
Mac M2 Ultra,music,MusicGen-small,tokens=512_audio=10.2s,12,102.56,10.54,12.47,9.56
Mac M2 Ultra,music,MusicGen-small,tokens=512_audio=10.2s,13,101.73,10.62,12.75,9.59
Mac M2 Ultra,music,MusicGen-small,tokens=512_audio=10.2s,14,99.57,10.77,14.23,9.59
Mac M2 Ultra,music,MusicGen-small,tokens=512_audio=10.2s,15,101.64,10.55,11.89,9.53
Mac M2 Ultra,music,MusicGen-small,tokens=512_audio=10.2s,16,100.85,10.47,11.71,9.56
Mac M2 Ultra,music,MusicGen-small,tokens=512_audio=10.2s,17,103.21,10.15,12.96,9.54
Mac M2 Ultra,music,MusicGen-small,tokens=512_audio=10.2s,18,103.55,10.17,13.7,9.53
Mac M2 Ultra,music,MusicGen-small,tokens=512_audio=10.2s,19,101.72,10.31,11.72,9.54
Mac M2 Ultra,music,MusicGen-small,tokens=512_audio=10.2s,20,101.59,10.2,11.74,9.56
Mac M2 Ultra,music,MusicGen-small,tokens=512_audio=10.2s,21,101.78,10.09,11.73,9.55
Mac M2 Ultra,music,MusicGen-small,tokens=512_audio=10.2s,22,101.53,10.24,12.22,9.56
Mac M2 Ultra,music,MusicGen-small,tokens=512_audio=10.2s,23,100.18,10.34,11.73,9.52
